POINTID,SiteId,Lat,Long,FeatureTyp,Barrier,Reason,FishPass,LngCo,LngSD,LngCH,Lng_25Co,Lng_75Co,Lng_25CH,Lng_75CH,Lng_25SD,Lng_75SD,Lng_50Co,Lng_50CH,Lng_50SD
18,Co090C2,47.434035,-123.653035,Culvert,Yes, ,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Co230C1,47.388521,-123.726445,Culvert,Yes, ,0,0,0,0,684.421147,0,0,0,0,0,0,0,0
344,Co232C1,47.178224,-123.721422,Culvert,Yes, ,0,0,0,0,0,0,0,0,779.514735,0,0,0,0
118,SD086C1,47.346306,-123.52461,Culvert,Yes, ,0,0,0,0,0,0,0,0,0,0,0,0,0
338,991501,47.1788673,-123.8983994,Culvert,Yes, ,0,0,0,0,2144.476134,0,0,0,0,0,0,0,0
268,132151013,0,0,Non-Culvert Xing,yes,Failed,33,3631.448338,0,0,3658.896917,0,0,0,0,0,3631.448338,0,0
899,103-1009,46.97903,-123.6465,Culvert,Yes,WS Drop,0,0,0,0,417.5034,0,0,0,0,0,0,0,0
810,103-1019,46.99703,-123.66203,Culvert,Yes,Slope,67,0,0,0,371.830374,0,0,0,0,0,0,0,0
795,103-1021,47.000677,-123.67406,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
787,103-1022,47.00233,-123.67619,Culvert,Yes,Slope,67,4467.50307,0,0,6937.001468,2018.333464,815.338552,0,1223.007828,0,4467.50307,0,0
768,103-1025,47.00561,-123.66822,Culvert,Yes,Velocity,67,5257.411634,197.477141,0,7726.910032,2808.242028,1605.247116,0,2012.916392,0,5257.411634,0,197.477141
772,103-1029,47.00444,-123.68622,Culvert,Yes,Velocity,67,10707.37263,709.279251,0,15004.33924,5632.631891,889.408936,0,3915.418937,218.885248,10524.65437,0,709.279251
717,103-1057,47.02811,-123.62872,Culvert,Yes,WS Drop,67,1003.825045,0,0,1509.143214,594.169629,0,0,0,0,1003.825045,0,0
751,103-1062,47.01144,-123.66303,Culvert,Yes,Slope,0,7094.320146,1186.84578,0,9545.849345,3512.447147,979.483247,0,2543.385461,0,6925.531179,0,1186.84578
517,103-1067,47.08608,-123.69761,Culvert,Yes,Slope,0,0,0,0,171.300634,0,0,0,0,0,0,0,0
676,103-1193,47.04277,-123.52944,Culvert,Yes,WS Drop,33,828.181009,0,0,1412.036923,0,0,0,0,0,828.181009,0,0
854,103-1080,46.98708,-123.63663,Culvert,Yes,Slope,33,0,0,0,960.542079,0,0,0,0,0,0,0,0
748,103-1100,47.01199,-123.67194,Culvert,Yes,WS Drop,33,2032.593247,0,0,2550.965745,0,0,0,0,0,1863.80428,0,0
743,103-1101,47.013831,-123.675962,Culvert,Yes,Slope,67,3787.846837,0,0,5721.003538,2325.601367,0,0,1356.539681,0,3787.846837,0,0
699,103-1109,47.03035,-123.68814,Culvert,Yes,Slope,33,532.85709,0,0,1318.75702,0,0,0,0,0,532.85709,0,0
528,103-1143,47.08381,-123.686,Culvert,Yes,Slope,0,842.700821,0,0,1053.674307,0,0,0,0,0,842.700821,0,0
514,103-1144,47.08842,-123.68033,Culvert,Yes,Slope,0,991.708275,0,0,1335.804432,0,0,0,0,0,991.708275,0,0
661,103-1198,47.04861,-123.5325,Culvert,Yes,Slope,67,850.243479,0,0,1091.847178,0,0,0,0,0,850.243479,0,0
644,103-1203,47.056919,-123.536298,Culvert,Yes,Slope,0,616.743099,0,0,1281.892616,0,0,0,0,0,616.743099,0,0
643,103-1204,47.05777,-123.54027,Culvert,Yes,Slope,33,1165.27308,0,0,1420.186943,0,0,0,0,0,1165.27308,0,0
566,103-1223,47.07861,-123.55056,Culvert,Yes,WS Drop,0,0,0,0,394.878208,0,0,0,0,0,0,0,0
542,103-1226,47.08309,-123.55292,Culvert,Yes,Slope,0,0,0,0,247.850929,0,0,0,0,0,0,0,0
731,103-1236,47.02472,-123.50861,Culvert,Yes,Slope,0,0,0,0,613.156551,0,0,0,0,0,0,0,0
603,103-1251,47.07,-123.47555,Culvert,Yes,Velocity,33,13793.45943,958.818956,0,15769.17652,6778.517479,1931.646667,0,2322.160095,0,13793.45943,0,958.818956
613,103-1330,47.06777,-123.49444,Culvert,Yes,Slope,67,2371.40658,0,0,2962.327639,0,0,0,0,0,2371.40658,0,0
524,127C0004,47.0959829,-123.2467659,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
569,127C0006,47.08465278,-123.2588856,Culvert,Yes,Velocity,67,1389.991612,0,0,1985.979886,201.068869,0,0,0,0,1389.991612,0,0
543,127C0008,47.08979297,-123.2906244,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
532,127C0024,47.09453292,-123.2572155,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
563,127C0025,47.08608282,-123.2638654,Culvert,Yes,Slope,67,1957.113655,0,0,2513.299978,199.373224,0,0,0,0,1957.113655,0,0
539,127C0026,47.09090288,-123.2609454,Culvert,Yes,Slope,67,788.829877,0,0,788.829877,0,0,0,0,0,788.829877,0,0
519,127C0027,47.09668294,-123.2531856,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
534,127C0030,47.09203293,-123.271075,Dam,Yes,WS Drop,0,0,0,0,198.960913,0,0,0,0,0,0,0,0
548,127C0033,47.0897329,-123.272315,Culvert,Yes,Slope,67,198.960913,0,0,397.921826,0,0,0,0,0,198.960913,0,0
530,127C0038,47.09457297,-123.270965,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
552,127C0040,47.08913289,-123.272805,Culvert,Yes,Slope,0,397.921826,0,0,596.882739,0,0,0,0,0,397.921826,0,0
555,127C0041,47.08871289,-123.272855,Culvert,Yes,WS Drop,0,397.921826,0,0,596.882739,0,0,0,0,0,397.921826,0,0
558,127C0042,47.08713284,-123.2646154,Culvert,Yes,Slope,67,185.395441,0,0,741.581764,0,0,0,0,0,185.395441,0,0
518,127C0048,47.09601309,-123.298924,Culvert,Yes,Slope,0,0,0,0,197.702201,0,0,0,0,0,0,0,0
533,127C0049,47.09126301,-123.2969241,Culvert,Yes,WS Drop,0,0,0,0,542.88921,0,0,0,0,0,0,0,0
531,127C0144,47.09216328,-123.3663715,Culvert,Yes,Slope,33,0,0,0,391.330988,0,0,0,0,0,0,0,0
529,127C0151,47.09225328,-123.3684415,Culvert,Yes,Slope,0,195.665494,0,0,586.996482,0,0,0,0,0,195.665494,0,0
554,127C0153,47.0864532,-123.3698515,Culvert,Yes,WS Drop,0,0,0,0,619.44741,0,0,0,0,0,0,0,0
525,1.27E+72,47.09131347,-123.4257393,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
520,1.27E+75,47.09160347,-123.4225695,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
559,22.0137   10.50,47.069046,-123.928833,Dam,Yes,Unspecified,0,20324.98554,5540.266607,6123.103604,30382.32988,14199.03764,8463.80248,2548.623286,6799.307766,4117.487442,19960.31236,6123.103604,5540.266607
549,22.0180   0.30,47.0709229,-123.9342346,Dam,Yes,Other,67,10740.43469,1664.995039,1962.763368,19653.19263,5674.905853,3344.168597,223.179963,2759.171114,983.869229,10740.43469,1962.763368,1664.995039
888,22.0240   0.70,46.97969379,-123.7428094,Other,Yes,Other,33,0,0,0,0,0,0,0,0,0,0,0,0
880,22.0240   0.80,46.9800529,-123.741478,Dam,Yes,Unspecified,33,6912.181276,757.795298,101.085363,18262.55208,2754.198923,772.589812,0,1154.342716,0,7069.369569,101.085363,757.795298
894,22.0349   0.70,46.9825058,-123.5619659,Culvert,Yes,Other,33,11441.59974,0,2479.201044,14218.26562,8607.391391,4134.081356,0,0,0,11441.59974,2479.201044,0
889,22.0351   0.10,46.9845352,-123.5595932,Culvert,Yes,WS Drop,67,5544.23967,0,1038.199475,6793.29331,4203.620663,2076.39895,0,0,0,5544.23967,1038.199475,0
975,23.0543 A 0.10,46.9623482,-123.2789266,Culvert,Yes,Slope,0,1321.79104,0,0,1985.526805,433.62074,0,0,0,0,1321.79104,0,0
908,340184,46.9930916,-122.9570541,Culvert,Yes,Depth,67,1195.164474,0,0,1593.552632,0,995.970395,0,199.194079,0,1195.164474,0,0
967,340651,46.9736137,-123.0250244,Culvert,Yes,Slope,0,0,0,0,413.831644,0,0,0,0,0,0,0,0
1013,341513,46.9458504,-122.9607162,Culvert,Yes,Velocity,33,7873.913164,5916.602825,6109.679233,9718.053984,2974.128011,6881.984865,1192.760724,6495.832049,1733.534572,7873.913164,6109.679233,5916.602825
989,342130,46.9597855,-123.0880966,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
949,342709,46.9775391,-123.0186157,Culvert,Yes,Depth,33,1389.340953,0,0,1603.229482,0,0,0,0,0,1389.340953,0,0
1002,342722,46.9538651,-123.0762329,Culvert,Yes,Slope,67,0,0,0,811.599288,0,0,0,0,0,0,0,0
1019,343480,46.9430199,-122.9038849,Culvert,Yes,Velocity,33,965.38204,0,0,1930.76408,0,193.076408,0,0,0,965.38204,0,0
928,344008,46.9887657,-122.9648666,Culvert,Yes,Depth,33,1991.94079,0,0,2390.328948,0,1792.746711,0,995.970395,0,1991.94079,0,0
974,970004,46.9679366,-123.0505662,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
890,990485,46.9774094,-123.8015289,Culvert,Yes,Depth,0,4747.800983,325.897818,325.897818,5319.686689,826.843609,325.897818,169.163897,325.897818,169.163897,4747.800983,325.897818,325.897818
680,990773,47.0503387,-123.2283249,Culvert,Yes,Velocity,33,0,0,0,756.44562,0,0,0,0,0,0,0,0
604,990732,47.0574608,-123.9274139,Culvert,Yes,Slope,0,0,0,0,217.834785,0,0,0,0,0,0,0,0
1003,990911,46.9386444,-123.6645279,Culvert,Yes,Slope,67,236.876286,0,0,462.497727,0,0,0,0,0,236.876286,0,0
592,990917,47.056118,-124.0691833,Culvert,Yes,Velocity,0,0,0,0,0,0,0,0,0,0,0,0,0
917,990957,46.9743576,-123.6809311,Culvert,Yes,Slope,0,0,0,0,759.352508,0,0,0,0,0,0,0,0
914,990958,46.9749565,-123.6741638,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
922,991283,46.9723129,-123.7091522,Culvert,Yes,Slope,0,724.853957,0,0,1299.437096,0,0,0,0,0,724.853957,0,0
925,991284,46.971447,-123.7224731,Culvert,Yes,Slope,33,306.957003,94.111093,0,610.325011,306.957003,0,0,94.111093,0,306.957003,0,94.111093
919,991285,46.9726677,-123.7056961,Culvert,Yes,WS Drop,0,320.759394,0,0,1467.068936,160.379697,0,0,0,0,320.759394,0,0
918,991633,46.9729156,-123.7009888,Culvert,Yes,Slope,0,0,0,0,591.972954,0,0,0,0,0,0,0,0
1020,991642,46.9173622,-123.9588089,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
990,991727,46.9457207,-123.6219177,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
813,991836,46.9880714,-123.975029,Culvert,Yes,Velocity,67,574.219365,0,0,1152.322404,0,0,0,0,0,382.81291,0,0
916,991910,46.9744263,-123.679512,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
912,991911,46.9754715,-123.6663284,Culvert,Yes,WS Drop,0,0,0,0,620.834796,0,0,0,0,0,0,0,0
690,992005,47.0454636,-123.2640686,Culvert,Yes,Velocity,0,0,0,0,774.795396,0,0,0,0,0,0,0,0
978,993670,46.9486477,-123.7619933,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
923,993673,46.9694039,-123.8186671,Culvert,Yes,Tidegate,0,952.621925,0,0,952.621925,0,0,0,0,0,952.621925,0,0
725,993679,47.0152303,-123.9142331,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
721,993680,47.018426,-123.9153667,Culvert,Yes,Depth,0,0,0,0,173.470805,0,0,0,0,0,0,0,0
761,993682,46.999497,-123.9044985,Culvert,Yes,Undersized,67,0,0,0,0,0,0,0,0,0,0,0,0
762,993683,46.9995155,-123.9053169,Culvert,Yes,Velocity,33,0,0,0,0,0,0,0,0,0,0,0,0
620,993700,47.0536035,-123.9242217,Dam,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
723,993724,47.0331284,-123.3369014,Culvert,Yes,Slope,0,791.09558,0,0,1186.64337,0,0,0,0,0,791.09558,0,0
709,993725,47.0372685,-123.3330382,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
673,993728,47.0537466,-123.2083934,Culvert,Yes,Depth,33,2792.272541,0,0,5944.899406,1422.892847,0,0,0,0,2792.272541,0,0
672,993729,47.0541245,-123.2088387,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
588,994806,47.0561076,-124.1049583,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
722,994771,47.0336554,-123.3376058,Culvert,Yes,WS Drop,0,791.09558,0,0,1186.64337,0,0,0,0,0,791.09558,0,0
710,994772,47.0366817,-123.331467,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
679,994773,47.0507022,-123.2278952,Culvert,Yes,WS Drop,0,0,0,0,756.44562,0,0,0,0,0,0,0,0
684,994775,47.0489711,-123.2293355,Culvert,Yes,Depth,67,0,0,0,945.557025,0,0,0,0,0,0,0,0
785,994776,47.0111058,-123.3652864,Culvert,Yes,Slope,67,3251.682685,0,189.644268,7848.001732,1633.669208,1962.211762,0,0,0,3251.682685,189.644268,0
767,994777,47.014163,-123.3632707,Culvert,Yes,Slope,33,0,0,0,651.366759,0,0,0,0,0,0,0,0
921,994788,46.9715228,-123.7400884,Culvert,Yes,Slope,33,13391.97348,910.019112,253.309177,27403.27388,4650.283876,924.813626,0,1306.56653,152.223814,13549.16177,253.309177,910.019112
913,994794,46.9742478,-123.6998724,Culvert,Yes,WS Drop,0,0,0,0,394.648636,0,0,0,0,0,0,0,0
1008,994799,46.9430041,-123.3167049,Culvert,Yes,WS Drop,0,1606.068424,0,0,2348.319954,787.020056,0,0,0,0,1606.068424,0,0
926,994854,46.9819188,-123.3612521,Culvert,Yes,Slope,67,869.073963,0,0,869.073963,0,0,0,0,0,869.073963,0,0
662,997759,47.05457533,-123.2712347,Culvert,Yes,Rack,0,1628.662705,0,0,2869.450617,629.31651,0,0,0,0,1628.662705,0,0
656,997765,47.05827808,-123.2633967,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
655,997762,47.05864014,-123.2636454,Culvert,Yes,Depth,33,0,0,0,0,0,0,0,0,0,0,0,0
650,997764,47.05981397,-123.2626981,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
651,997763,47.05951243,-123.2628185,Culvert,Yes,Velocity,33,0,0,0,0,0,0,0,0,0,0,0,0
623,997758,47.07171072,-123.2252143,Culvert,Yes,Slope,67,0,0,0,574.196889,0,0,0,0,0,0,0,0
657,994283,47.05759276,-123.255093,Dam,Yes,WS Drop,33,199.869239,0,0,1213.814448,0,0,0,0,0,199.869239,0,0
615,997757,47.0732824,-123.2384673,Culvert,Yes,Slope,33,621.130947,0,0,828.174596,0,0,0,0,0,621.130947,0,0
639,994285,47.06724047,-123.216948,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
1025,996614,46.93042094,-123.3069072,Culvert,Yes,WS Drop,0,0,0,0,243.387657,0,0,0,0,0,0,0,0
924,997975,46.97438282,-123.6279712,Culvert,Yes,Slope,33,1918.673493,0,0,3061.473401,0,0,0,785.723811,0,1918.673493,0,0
902,997977,46.97926877,-123.6303668,Culvert,Yes,Velocity,67,1132.949682,0,0,2093.491761,0,0,0,0,0,1132.949682,0,0
602,998004,47.05797461,-123.9243361,Dam,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
573,811123,47.06674,-123.89528,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
562,811124,47.0697,-123.89226,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
860,811195,46.98331,-123.73759,Culvert,Yes,Slope,67,0,0,0,477.715429,0,0,0,0,0,0,0,0
995,811389,46.95813,-123.08571,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
861,811425,46.98545,-123.69575,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
513,811516,47.08411,-123.8336,Culvert,Yes,Slope,33,0,0,0,227.974726,0,0,0,0,0,0,0,0
909,132041542a,46.97452,-123.70948,Dam,Yes,Other,0,550.601253,0,0,1125.184392,0,0,0,0,0,550.601253,0,0
907,132041542b,46.97515,-123.70947,Culvert,Yes,Slope,0,367.067502,0,0,550.601253,0,0,0,0,0,367.067502,0,0
652,132051385,47.0582,-123.30955,Culvert,Yes,Slope,33,0,0,0,370.526816,0,0,0,0,0,0,0,0
931,125 1706W08B,46.97643,-123.46385,Culvert,Yes,WS Drop,33,2045.50096,0,0,2250.051056,1022.75048,0,0,0,0,2045.50096,0,0
937,125 1706W09A,46.97473,-123.45045,Culvert,Yes,WS Drop,67,1275.598852,0,0,1460.75969,499.078257,0,0,0,0,1275.598852,0,0
940,125 1706W09B,46.97413,-123.45024,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
959,125 1707W13A,46.96342,-123.49879,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
958,125 1707W14A,46.96251,-123.52753,Culvert,Yes,WS Drop,0,1997.636645,0,0,2780.166119,1110.858173,0,0,0,0,1997.636645,0,0
961,125 1707W14B,46.96231,-123.52657,Culvert,Yes,Slope,33,1997.636645,0,0,2780.166119,1110.858173,0,0,0,0,1997.636645,0,0
964,125 1707W14E,46.96211,-123.5233,Other,Yes,Debris,33,1805.223933,0,0,2587.753407,918.445461,0,0,0,0,1805.223933,0,0
954,125 1707W15A,46.96288,-123.55228,Culvert,Yes,WS Drop,0,0,0,0,200.41937,0,0,0,0,0,0,0,0
955,125 1707W15D,46.96291,-123.54459,Culvert,Yes,WS Drop,0,0,0,0,567.877956,0,0,0,0,0,0,0,0
950,125 1707W17A,46.963409,-123.58203,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
948,125 1707W17C,46.964496,-123.5830465,Culvert,Yes,Rack,0,0,0,0,0,0,0,0,0,0,0,0,0
972,125 1709W14A,46.9518097,-123.774784,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
970,125 1709W14B,46.9529043,-123.7766421,Culvert,Yes,Depth,33,0,0,0,0,0,0,0,0,0,0,0,0
962,125 1709W14D,46.954859,-123.777004,Culvert,Yes,Slope,33,2957.336392,326.431192,326.431192,10771.72413,1887.581461,326.431192,326.431192,326.431192,326.431192,2957.336392,326.431192,326.431192
947,125 1709W14G,46.96042,-123.775614,Culvert,Yes,Tidegate,0,2957.336392,326.431192,326.431192,11708.9905,1887.581461,326.431192,326.431192,326.431192,326.431192,2957.336392,326.431192,326.431192
979,125 1709W21A,46.94633,-123.81702,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
973,125 1709W23A,46.9505,-123.77305,Dam,Yes,Other,0,2957.336392,326.431192,326.431192,9345.345724,1887.581461,326.431192,326.431192,326.431192,326.431192,2957.336392,326.431192,326.431192
1005,125 1709W29A,46.93111,-123.84083,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,125 1709W29B,46.92383,-123.82716,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,125 1709W29C,46.9226683,-123.8265849,Culvert,Yes,Slope,0,216.585386,0,0,1006.471846,0,0,0,0,0,216.585386,0,0
1022,125 1709W32A,46.9179,-123.82254,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
1028,125 1709W32B,46.91492,-123.82314,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
622,127H0002,47.04955,-124.03836,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
567,127H0008,47.06541,-124.01473,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
591,127H0017,47.05825,-124.00116,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
637,127H0019,47.0459,-124.03796,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
535,127H0043,47.06961,-124.06982,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
701,127H0115,47.02105,-124.00097,Culvert,Yes,Slope,67,0,0,0,185.986883,0,185.986883,0,0,0,0,0,0
516,127H0254,47.07716,-123.99961,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
584,127H0378,47.05967,-124.01137,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
619,127H0403,47.05114,-124.00584,Culvert,Yes,Slope,33,368.123888,610.241579,442.699906,812.408599,0,1011.406009,200.582215,610.241579,0,368.123888,442.699906,610.241579
640,127H0408,47.04542,-124.01582,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
574,127H0732,47.06248,-123.99788,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
541,127H0773,47.07142,-123.98293,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
538,127H0794,47.07148,-123.98258,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
607,127Q0001,47.0564,-123.93079,Culvert,Yes,Depth,0,5470.133551,748.916627,1483.205179,7384.924225,2618.273807,2618.273807,0,2034.772747,0,4900.108651,1483.205179,748.916627
674,127Q0010,47.03424,-123.92837,Culvert,Yes,Slope,0,2702.651108,0,0,3686.231884,1403.458902,1403.458902,0,0,0,2702.651108,0,0
666,127Q0012,47.03651,-123.93682,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
654,127Q0015,47.04033,-123.94982,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
649,127Q0016,47.04219,-123.95551,Culvert,Yes,WS Drop,67,235.586565,0,0,631.975509,0,0,0,0,0,235.586565,0,0
648,127Q0017,47.04229,-123.95948,Culvert,Yes,Slope,67,0,0,0,334.750116,0,0,0,0,0,0,0,0
647,127Q0018,47.04267,-123.96012,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
665,127Q0020,47.03647,-123.95166,Culvert,Yes,WS Drop,0,0,0,0,190.286686,0,0,0,0,0,0,0,0
669,127Q0021,47.03515,-123.95435,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
696,127Q0022,47.02298,-123.96533,Non-Culvert Xing,Yes,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
698,127Q0023,47.02231,-123.96516,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
702,127Q0024,47.02185,-123.96578,Culvert,Yes,WS Drop,33,0,0,0,160.903696,0,0,0,0,0,0,0,0
703,127Q0025,47.02104,-123.96664,Non-Culvert Xing,Yes,Other,0,0,0,0,160.903696,0,0,0,0,0,0,0,0
799,127Q0026,46.99084,-123.97029,Culvert,Yes,Depth,33,1423.646797,0,0,3654.680164,652.201354,0,0,0,0,1423.646797,0,0
792,127Q0027,46.99259,-123.96237,Culvert,Yes,Slope,67,206.344511,0,0,2079.103179,0,0,0,0,0,206.344511,0,0
827,127Q0028,46.98476,-123.98136,Culvert,Yes,WS Drop,33,0,0,0,578.103039,0,0,0,0,0,0,0,0
764,127Q0039,47.00033,-123.88619,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
681,127Q0042,47.03173,-123.90688,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
728,127Q0044,47.01503,-123.88358,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
624,127Q0061,47.05181,-123.96107,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
556,127Q0085,47.07303,-123.81844,Culvert,Yes,Slope,67,0,0,0,220.853846,0,0,0,0,0,0,0,0
577,127Q0086,47.0671,-123.82082,Culvert,Yes,WS Drop,0,602.060223,0,0,1204.120446,200.686741,0,0,0,0,602.060223,0,0
617,127Q0091,47.0566,-123.83505,Culvert,Yes,Slope,33,2753.558679,0,0,4227.779351,1227.600302,0,0,0,0,2753.558679,0,0
627,127Q0094,47.05419,-123.83769,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
636,127Q0097,47.05138,-123.84557,Culvert,Yes,Slope,33,416.284992,0,0,1040.71248,0,0,0,0,0,416.284992,0,0
841,127Q0117,46.98282,-123.87364,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
839,127Q0118,46.98299,-123.87417,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
633,127Q0122,47.04817,-123.96809,Culvert,Yes,Slope,67,0,0,0,204.474181,0,0,0,0,0,0,0,0
631,127Q0124,47.04846,-123.97117,Non-Culvert Xing,Yes,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
630,127Q0125,47.04822,-123.97169,Non-Culvert Xing,Yes,Other,33,0,0,0,0,0,0,0,0,0,0,0,0
625,127Q0128,47.05162,-123.95255,Culvert,Yes,Slope,67,0,0,0,357.01683,0,0,0,0,0,0,0,0
600,127Q0129,47.05802,-123.93939,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
521,127Q0164,47.07949,-123.88183,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
576,127Q0167,47.06499,-123.89636,Non-Culvert Xing,Yes,Other,33,0,0,0,242.66752,0,0,0,0,0,0,0,0
540,127Q0168,47.07325,-123.91784,Culvert,Yes,Slope,67,0,0,0,196.637861,0,0,0,0,0,0,0,0
659,127Q0169,47.03914,-123.9159,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
605,127Q0179,47.05797,-123.89645,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
632,127Q0184,47.05027,-123.89746,Culvert,Yes,WS Drop,0,24165.0208,8229.347549,9471.111082,39171.30764,13157.8138,10637.93538,7160.194185,10034.07818,4018.351789,24165.0208,9471.111082,8229.347549
660,127Q0190,47.03872,-123.90439,Culvert,Yes,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0
668,127Q0191,47.03637,-123.90597,Culvert,Yes,WS Drop,67,630.554046,0,0,1174.102332,185.234033,0,0,0,0,630.554046,0,0
675,127Q0192,47.03352,-123.9107,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
575,127Q0193,47.0644,-123.95363,Culvert,Yes,Slope,33,0,0,0,514.788649,0,0,0,0,0,0,0,0
568,127Q0195,47.06692,-123.96086,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
572,127Q0201,47.06531,-123.9491,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
561,127Q0207,47.06824,-123.93893,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
789,127Q0211,46.99403,-123.95202,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
753,127Q0213,47.00133,-123.97686,Culvert,Yes,Slope,0,0,0,0,172.837166,0,0,0,0,0,0,0,0
756,127Q0214,47.00069,-123.97788,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
