POINTID,SiteId,Lat,Long,FeatureTyp,Barrier,Reason,FishPass,LngCo,LngSD,LngCH,Lng_25Co,Lng_75Co,Lng_25CH,Lng_75CH,Lng_25SD,Lng_75SD,Lng_50Co,Lng_50CH,Lng_50SD
476,103-1073,47.10142,-123.6836,Culvert,Yes,Slope,33,0,0,0,799.292164,0,0,0,0,0,0,0,0
372,103-1191,47.16664,-123.63039,Culvert,Yes,WS Drop,0,0,0,0,373.692038,0,0,0,0,0,0,0,0
496,103-1231,47.09694,-123.55694,Culvert,Yes,Slope,67,0,0,0,842.324189,0,0,0,0,0,0,0,0
353,103-1258,47.18021,-123.51002,Culvert,Yes,WS Drop,0,0,0,0,182.014488,0,0,0,0,0,0,0,0
348,103-1260,47.18194,-123.51194,Culvert,Yes,WS Drop,33,205.346677,0,0,1437.426739,0,0,0,0,0,205.346677,0,0
303,103-1274,47.2129,-123.51512,Culvert,Yes,Slope,0,0,0,0,848.201584,0,0,0,0,0,0,0,0
284,103-1287,47.22777,-123.49111,Culvert,Yes,Slope,33,0,0,0,769.021352,0,0,0,0,0,0,0,0
111,103-1348,47.34169056,-123.8479703,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
115,103-1349,47.34106556,-123.839645,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
105,103-1350,47.34805556,-123.8316667,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
100,103-1352,47.35165528,-123.8301389,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
87,103-1354,47.36114222,-123.8234042,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
75,103-1358,47.36847611,-123.82074,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
52,103-1359,47.37817,-123.8118861,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
53,103-1360,47.37811056,-123.8113408,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
48,103-1361,47.38401278,-123.8055786,Culvert,Yes,WS Drop,0,848.41498,0,0,2565.178002,0,0,0,0,0,632.444059,0,0
67,103-1362,47.37329972,-123.7889608,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
12,103-1364,47.4416775,-123.7570367,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
65,103-1366,47.37461472,-123.7743367,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
25,103-1376,47.41549139,-123.7493406,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
123,103-1380,47.33555972,-123.7290139,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
109,103-1381,47.34652528,-123.7239278,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
45,103-1391,47.394825,-123.7184833,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
40,103-1392,47.39859583,-123.7140603,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
106,103-1398,47.35103047,-123.7028897,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103-1399,47.35454417,-123.7039933,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
96,103-1400,47.36016972,-123.7093158,Culvert,Yes,WS Drop,0,0,0,0,1205.860974,0,0,0,0,0,0,0,0
39,103-1405,47.40102639,-123.6739014,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
34,103-1409,47.41044889,-123.6959531,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
467,127C0118,47.12236352,-123.3042114,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
408,127C0128,47.15070884,-123.275474,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
501,127C0044,47.10202324,-123.3126734,Culvert,Yes,WS Drop,0,0,0,0,214.697964,0,0,0,0,0,0,0,0
511,127C0046,47.09849319,-123.3141134,Culvert,Yes,Slope,67,214.697964,0,0,644.093892,0,0,0,0,0,214.697964,0,0
512,127C0047,47.09792317,-123.3114435,Culvert,Yes,WS Drop,33,0,0,0,198.851725,0,0,0,0,0,0,0,0
491,127C0051,47.10546328,-123.3085135,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
446,127C0072,47.13474357,-123.2686845,Culvert,Yes,Slope,33,203.424874,0,0,779.39712,0,0,0,0,0,203.424874,0,0
482,127C0076,47.1088634,-123.3272328,Culvert,Yes,WS Drop,33,0,0,0,170.452695,0,0,0,0,0,0,0,0
484,127C0077,47.10761338,-123.3264128,Culvert,Yes,WS Drop,0,414.983214,0,0,1373.517602,0,0,0,0,0,414.983214,0,0
481,127C0078,47.10871339,-123.3248129,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
440,127C0079,47.13594383,-123.3276124,Culvert,Yes,Velocity,33,5010.205419,0,0,7356.4979,2460.28859,0,0,0,0,5010.205419,0,0
414,127C0103,47.146414,-123.3282123,Culvert,Yes,Slope,33,0,0,0,380.301009,0,0,0,0,0,0,0,0
428,127C0107,47.13889392,-123.339262,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
435,127C0108,47.13762386,-123.3285024,Culvert,Yes,Velocity,33,4814.318931,0,0,7160.611412,2264.402102,0,0,0,0,4814.318931,0,0
442,127C0112,47.13549582,-123.3281464,Culvert,Yes,Depth,67,5010.205419,0,0,7356.4979,2460.28859,0,0,0,0,5010.205419,0,0
438,127C0143,47.13738965,-123.2781141,Culvert,Yes,Slope,67,444.523804,0,0,1295.393821,0,0,0,0,0,444.523804,0,0
505,127C0156,47.09992338,-123.3602917,Culvert,Yes,Slope,33,0,0,0,196.3258,0,0,0,0,0,0,0,0
464,127C0161,47.12566337,-123.2513352,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
444,127C0164,47.13555952,-123.253036,Culvert,Yes,Slope,67,0,0,0,191.601162,0,0,0,0,0,0,0,0
411,127C0168,47.15071361,-123.2313854,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
399,127C0174,47.15773361,-123.2182756,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
398,127C0176,47.15851365,-123.2217455,Culvert,Yes,Velocity,67,0,0,0,170.814696,0,0,0,0,0,0,0,0
441,127C0178,47.13604384,-123.3312623,Culvert,Yes,WS Drop,33,757.217988,0,0,970.29,0,0,0,0,0,757.217988,0,0
437,127C0181,47.13628388,-123.339432,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
436,127C0182,47.13656389,-123.339472,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
433,127C0184,47.13687389,-123.339512,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
431,127C0186,47.1372139,-123.339782,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
475,127C0214,47.11275329,-123.2819243,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
478,127C0217,47.11123323,-123.2717347,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1270,47.09966,-123.47178,Culvert,Yes,Slope,67,4895.400611,0,0,6335.891005,3866.478901,597.908793,0,0,0,4895.400611,0,0
493,127000,47.1008,-123.4707,Culvert,Yes,Velocity,67,4696.09768,0,0,6136.588074,3667.17597,398.605862,0,0,0,4696.09768,0,0
430,1.27E+21,47.13450938,-123.4714464,Culvert,Yes,Slope,33,1360.523425,0,0,2773.119925,0,0,0,0,0,1360.523425,0,0
377,1.27E+44,47.16316475,-123.4402683,Culvert,Yes,Depth,33,0,0,0,194.961557,0,0,0,0,0,0,0,0
507,1.27E+88,47.09794358,-123.4235394,Culvert,Yes,Slope,33,0,0,0,981.739534,0,0,0,0,0,0,0,0
508,1.27E+90,47.09667356,-123.4249393,Culvert,Yes,WS Drop,0,0,0,0,981.739534,0,0,0,0,0,0,0,0
469,1.27E+103,47.1187738,-123.3918003,Culvert,Yes,Slope,67,0,0,0,1448.514144,0,0,0,0,0,0,0,0
454,1.27E+105,47.12682402,-123.4139795,Culvert,Yes,WS Drop,67,197.890637,0,0,1385.234459,0,0,0,0,0,197.890637,0,0
420,1.27E+110,47.14193418,-123.3897902,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
417,1.27E+111,47.14184417,-123.3889202,Culvert,Yes,Slope,67,0,0,0,238.985987,0,0,0,0,0,0,0,0
460,1.27E+115,47.12479387,-123.3829206,Culvert,Yes,Slope,67,0,0,0,620.791776,0,0,0,0,0,0,0,0
418,1.27E+120,47.14182417,-123.3893802,Culvert,Yes,WS Drop,33,0,0,0,238.985987,0,0,0,0,0,0,0,0
416,1.27E+124,47.14295411,-123.3693309,Culvert,Yes,Slope,33,0,0,0,344.371006,0,0,0,0,0,0,0,0
375,1.27E+136,47.16838455,-123.3766704,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
472,1.27E+142,47.11569374,-123.3886805,Culvert,Yes,Slope,0,996.433829,0,0,2175.950861,0,0,0,0,0,996.433829,0,0
490,1.27E+151,47.10244363,-123.4173596,Culvert,Yes,WS Drop,33,0,0,0,200.13536,0,0,0,0,0,0,0,0
494,1.27E+171,47.10105361,-123.4171596,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
498,1.27E+177,47.10046,-123.40852,Culvert,Yes,WS Drop,0,398.947875,0,0,1347.650066,0,0,0,0,0,398.947875,0,0
500,1.27E+182,47.10041355,-123.4057,Culvert,Yes,WS Drop,0,224.193348,0,0,1172.895539,0,0,0,0,0,224.193348,0,0
502,1.27E+184,47.09966,-123.40421,Culvert,Yes,WS Drop,33,224.193348,0,0,1172.895539,0,0,0,0,0,224.193348,0,0
487,1.27E+189,47.10426354,-123.3858107,Culvert,Yes,Slope,33,0,0,0,408.735364,0,0,0,0,0,0,0,0
474,1.27E+193,47.11276367,-123.3823307,Culvert,Yes,WS Drop,67,0,0,0,362.046304,0,0,0,0,0,0,0,0
471,1.27E+194,47.11745,-123.37729,Culvert,Yes,Slope,67,408.512946,0,0,408.512946,0,0,0,0,0,408.512946,0,0
342,1.27E+201,47.1887348,-123.3569908,Culvert,Yes,Slope,67,1569.185793,0,0,2946.788326,0,0,0,0,0,1569.185793,0,0
365,1.27E+204,47.17706463,-123.3609508,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
337,1.27E+210,47.19445482,-123.3421112,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
316,1.27E+222,47.21044509,-123.3447809,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
328,1.27E+230,47.20338482,-123.313322,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
387,1.27E+273,47.15843423,-123.3382218,Culvert,Yes,WS Drop,0,4101.804945,0,0,5519.849194,1796.821233,0,0,0,0,4101.804945,0,0
332,1.27E+277,47.19831473,-123.3104522,Culvert,Yes,Slope,67,0,0,0,594.95002,0,0,0,0,0,0,0,0
343,1.27E+280,47.19005467,-123.3252818,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1.27E+296,47.27554573,-123.3080609,Culvert,Yes,Slope,67,247.554575,0,0,247.554575,0,0,0,0,0,247.554575,0,0
250,1.27E+305,47.25810567,-123.3218409,Culvert,Yes,Slope,33,3483.287895,0,0,3934.481471,616.825725,0,0,0,0,3483.287895,0,0
394,127E0327,47.15769429,-123.3545112,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
373,127E0330,47.17021444,-123.3442714,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
361,127E0331,47.18059487,-123.4031794,Culvert,Yes,Slope,67,849.987123,0,0,1248.264967,0,0,0,0,0,849.987123,0,0
362,127E0332,47.17778481,-123.3986095,Culvert,Yes,Slope,33,1253.491861,0,0,1651.769705,0,0,0,0,0,1253.491861,0,0
364,127E0334,47.17643478,-123.3976396,Culvert,Yes,Slope,67,1455.24423,0,0,1853.522074,0,0,0,0,0,1455.24423,0,0
194,127E0340,47.28997635,-123.392138,Culvert,Yes,WS Drop,33,1399.427043,0,0,1799.263341,799.672596,0,0,0,0,1199.508894,0,0
186,127E0345,47.29507639,-123.390138,Culvert,Yes,WS Drop,0,599.754447,0,0,999.590745,0,0,0,0,0,399.836298,0,0
193,127E0363,47.29041609,-123.3479594,Culvert,Yes,WS Drop,67,414.405466,0,0,602.323871,414.405466,0,0,0,0,414.405466,0,0
192,127E0364,47.2910961,-123.3484593,Culvert,Yes,WS Drop,33,207.202733,0,0,207.202733,207.202733,0,0,0,0,207.202733,0,0
187,127E0365,47.29611614,-123.3472892,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
210,127M0012,47.27811,-123.45934,Culvert,Yes,Slope,33,1757.116945,0,0,1757.116945,0,0,0,0,0,1757.116945,0,0
220,127M0014,47.27183,-123.46374,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
147,127M0020,47.32148695,-123.4377758,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
159,127M0023,47.31730692,-123.4401358,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
197,127M0028,47.28531,-123.46202,Culvert,Yes,WS Drop,33,769.041528,0,0,769.041528,0,0,0,0,0,769.041528,0,0
179,127M0030,47.30035685,-123.4572558,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
254,127E0396,47.25113587,-123.3726196,Culvert,Yes,WS Drop,33,0,0,0,776.677292,0,0,0,0,0,0,0,0
253,127E0403,47.25241588,-123.3705396,Culvert,Yes,Slope,33,0,0,0,582.507969,0,0,0,0,0,0,0,0
285,127E0406,47.22699605,-123.4837465,Culvert,Yes,Slope,67,1623.550136,0,0,2638.268971,0,0,0,0,0,1623.550136,0,0
257,127E0410,47.24727605,-123.4164183,Culvert,Yes,Slope,67,3430.213397,0,0,3667.68384,0,0,0,0,0,3430.213397,0,0
255,127E0411,47.25160614,-123.4224081,Culvert,Yes,Slope,33,15365.48292,0,0,18609.24515,11438.26726,0,0,0,0,15165.56477,0,0
214,127E0414,47.276048,-123.415743,Culvert,Yes,Depth,33,1162.201764,0,0,1162.201764,0,0,0,0,0,1162.201764,0,0
232,127E0416,47.26588634,-123.4312575,Culvert,Yes,Depth,33,8400.259535,0,0,10176.31636,6811.723449,0,0,0,0,8400.259535,0,0
227,127E0426,47.26828621,-123.4048582,Culvert,Yes,Slope,0,189.358447,0,0,1157.643798,0,0,0,0,0,189.358447,0,0
224,127E0427,47.26968618,-123.3973384,Culvert,Yes,Depth,33,7203.587668,0,0,9479.064546,5010.990965,0,0,0,0,7003.669519,0,0
184,127E0432,47.29660655,-123.4135872,Culvert,Yes,WS Drop,0,0,0,0,202.661737,0,0,0,0,0,0,0,0
177,127E0440,47.30664651,-123.3910776,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
286,127E0451,47.22580597,-123.4738268,Culvert,Yes,Velocity,33,6249.05312,0,0,6276.501699,0,0,0,0,0,6249.05312,0,0
277,127E0454,47.23523443,-123.4766798,Culvert,Yes,Depth,33,405.887534,0,0,1420.606369,0,0,0,0,0,405.887534,0,0
376,127M0004,47.165635,-123.4883166,Culvert,Yes,Slope,33,0,0,0,183.819547,0,0,0,0,0,0,0,0
401,127M0005,47.14829468,-123.4845469,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
202,127M0009,47.28167658,-123.4454566,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
208,127M0011,47.278668,-123.457267,Culvert,Yes,Slope,67,2989.208946,0,0,3296.561462,1011.626395,0,0,0,0,2989.208946,0,0
166,127M0035,47.31584674,-123.4145867,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
183,127M0049,47.29497678,-123.455216,Culvert,Yes,WS Drop,33,0,0,0,443.237708,0,0,0,0,0,0,0,0
189,127M0050,47.2918867,-123.4467863,Culvert,Yes,Slope,33,1370.606714,0,0,1677.95923,0,0,0,0,0,1370.606714,0,0
218,127M0068,47.27196659,-123.4647463,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
209,127M0071,47.27871666,-123.4640361,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
172,127M0074,47.30846717,-123.4934744,Culvert,Yes,Slope,0,0,0,0,207.635357,0,0,0,0,0,0,0,0
174,127M0075,47.30813716,-123.4936044,Culvert,Yes,WS Drop,0,0,0,0,207.635357,0,0,0,0,0,0,0,0
138,127M0076,47.33082703,-123.4354256,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
51,127M0084,47.38960761,-123.4313042,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
43,127M0097,47.40415744,-123.3901052,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
36,127M0103,47.41350746,-123.3815252,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
46,127M0112,47.40173785,-123.4449034,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
165,127M0146,47.31469714,-123.4787547,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
150,127M0153,47.31984721,-123.4806045,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
148,127M0154,47.32055723,-123.4816945,Culvert,Yes,WS Drop,0,181.039618,0,0,698.235382,0,0,0,0,0,181.039618,0,0
249,127M0177,47.26051606,-123.3900788,Culvert,Yes,Slope,33,872.361484,0,0,1109.831927,0,0,0,0,0,872.361484,0,0
252,22.0065   0.38,47.23635,-123.9906,Dam,Yes,Other,0,0,0,0,724.946431,0,0,0,0,0,0,0,0
278,980240,47.2305687,-123.6452717,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
276,980241,47.2303448,-123.6469439,Culvert,Yes,Debris,33,0,0,0,0,0,0,0,0,0,0,0,0
462,980317,47.1072311,-123.9657135,Dam,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
459,980339,47.1109734,-123.9466171,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
415,980342,47.1286545,-123.9211273,Culvert,Yes,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0
424,980345,47.1251793,-123.9392776,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
422,980347,47.1261635,-123.9401245,Dam,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
345,990033,47.173256,-123.886854,Culvert,Yes,Depth,67,0,0,0,832.200972,0,0,0,0,0,0,0,0
311,990175,47.1971703,-123.9523926,Culvert,Yes,Velocity,0,2300.188414,390.10915,390.10915,4949.002124,195.054575,1519.00297,0,1330.854,0,2300.188414,390.10915,195.054575
393,990730,47.143383,-123.8894577,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
237,990731,47.2506409,-123.927803,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
510,991619,47.0823936,-123.9093628,Culvert,Yes,WS Drop,0,0,0,0,462.17406,0,0,0,0,0,0,0,0
222,991690,47.2580643,-123.9230652,Culvert,Yes,Unspecified,67,0,0,0,0,0,0,0,0,0,0,0,0
477,991691,47.0944328,-123.9045715,Culvert,Yes,Slope,0,829.348892,0,0,1378.976622,0,0,0,0,0,829.348892,0,0
453,993702,47.114479,-123.8961512,Culvert,Yes,Slope,67,0,0,0,408.646486,0,0,0,0,0,0,0,0
423,993704,47.1270706,-123.8941351,Culvert,Yes,Slope,67,0,0,0,183.14804,0,0,0,0,0,0,0,0
386,998029,47.14445538,-123.8879623,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
397,997961,47.14169428,-123.8944919,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
309,811288,47.20705,-123.61387,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
289,811291,47.22134,-123.57716,Culvert,Yes,Slope,33,0,0,0,205.584408,0,0,0,0,0,0,0,0
211,811368,47.26448,-123.93728,Culvert,Yes,Velocity,67,0,0,0,0,0,0,0,0,0,0,0,0
425,811421,47.12302,-124.00001,Non-Culvert Xing,Yes,Other,67,0,0,0,0,0,0,0,0,0,0,0,0
240,811422,47.25483,-123.74864,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
455,132051341b,47.13055,-123.26398,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
449,127H0047,47.11095,-124.06507,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
402,127H0049,47.13114,-124.04245,Culvert,Yes,Velocity,33,5543.368337,5748.754956,5943.215673,6942.834013,4154.828563,6942.834013,4354.752231,7142.757681,3693.557733,5543.368337,5943.215673,5748.754956
300,127H0057,47.20052,-124.01357,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
256,127H0061,47.23496,-123.99017,Culvert,Yes,Velocity,33,0,0,0,931.642376,0,0,0,0,0,0,0,0
274,127H0065,47.22342,-123.94073,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
264,127H0071,47.23131,-123.9532,Culvert,Yes,Rack,0,0,0,0,0,0,0,0,0,0,0,0,0
176,127H0075,47.29559,-123.84931,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
146,127H0078,47.31232,-123.82718,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
144,127H0079,47.31328,-123.82576,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
371,127H0085,47.15951,-123.8692,Culvert,Yes,Depth,33,0,0,0,0,0,0,0,0,0,0,0,0
325,127H0094,47.18654,-123.98207,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
326,127H0095,47.18643,-123.98297,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
182,127H0097,47.28478,-123.86203,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
188,127H0098,47.27961,-123.88391,Culvert,Yes,Depth,33,0,0,0,0,0,0,0,0,0,0,0,0
190,127H0099,47.27817,-123.89558,Culvert,Yes,Depth,0,0,0,0,0,0,0,0,0,0,0,0,0
154,127H0128,47.31123,-123.77392,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
141,127H0135,47.32039,-123.75243,Culvert,Yes,WS Drop,0,0,0,0,187.659736,0,0,0,0,0,0,0,0
135,127H0140,47.32691,-123.73418,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
81,127H0147,47.36878,-123.7164,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127H0154,47.33031,-123.79178,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
68,127H0159,47.37228,-123.78372,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
89,127H0168,47.36094,-123.78859,Culvert,Yes,Slope,67,0,0,0,198.521675,0,0,0,0,0,0,0,0
88,127H0183,47.36271,-123.75184,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
35,127H0189,47.40911,-123.73217,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
110,127H0200,47.346,-123.72357,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
72,127H0205,47.36959,-123.77704,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
22,127H0212,47.422,-123.74629,Culvert,Yes,WS Drop,0,0,0,0,187.673912,0,0,0,0,0,0,0,0
162,127H0217,47.30758,-123.77477,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
136,127H0231,47.32483,-123.74492,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
131,127H0235,47.32845,-123.7171,Culvert,Yes,WS Drop,33,0,0,0,1031.868626,0,0,0,0,0,0,0,0
132,127H0236,47.32803,-123.71223,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
157,127H0270,47.30828,-123.81108,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
205,127H0274,47.26971,-123.83678,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
204,127H0276,47.27069,-123.82325,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
198,127H0284,47.27378,-123.85494,Culvert,Yes,WS Drop,33,0,0,0,188.815812,0,0,0,0,0,0,0,0
185,127H0287,47.2834,-123.83989,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
215,127H0298,47.26438,-123.81112,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
216,127H0299,47.2642,-123.80352,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
242,127H0300,47.2522,-123.83042,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
279,127H0305,47.22437,-123.83783,Non-Culvert Xing,Yes,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
282,127H0307,47.22127,-123.8403,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
336,127H0311,47.17969,-123.88116,Culvert,Yes,Slope,67,0,0,0,0,0,0,0,0,0,0,0,0
390,127H0314,47.14401,-123.87164,Culvert,Yes,Depth,67,0,0,0,0,0,0,0,0,0,0,0,0
388,127H0315,47.14443,-123.87557,Culvert,Yes,Depth,33,0,0,0,0,0,0,0,0,0,0,0,0
409,127H0334,47.13264,-123.94583,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
374,127H0338,47.15224,-123.99032,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
379,127H0341,47.1467,-123.98663,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
381,127H0342,47.14513,-123.98599,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
369,127H0353,47.15613,-124.00343,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
368,127H0354,47.15634,-124.00401,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
366,127H0357,47.15722,-124.00619,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
356,127H0366,47.16607,-123.97105,Culvert,Yes,WS Drop,33,0,0,0,0,0,0,0,0,0,0,0,0
354,127H0368,47.16661,-123.97203,Culvert,Yes,Slope,33,0,0,0,0,0,0,0,0,0,0,0,0
357,127H0371,47.16535,-123.98393,Culvert,Yes,Slope,0,0,0,0,0,0,0,0,0,0,0,0,0
404,127H0374,47.13381,-123.94914,Culvert,Yes,WS Drop,0,0,0,0,0,0,0,0,0,0,0,0,0
370,127H0382,47.15734,-123.93495,Culvert,Yes,WS Drop,67,0,0,0,0,0,0,0,0,0,0,0,0
